name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Juarez Piano Sustain Pedal, Keyboard Sustain Pedal for Digital Piano Electronic Keyboard MIDI Synthesizer, Sturdy Durable,...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51P+STZplEL._AC_UL320_.jpg,https://www.amazon.in/JUAREZ-JRZPED100-PED100-SUSTAIN-PEDAL/dp/B098DJ7RZY/ref=sr_1_234?qid=1679225398&s=musical-instruments&sr=1-234,4.7,16,₹779,₹990
"UAPAN Metal Craft Brass Manjeera Traditional Instrument Indian Music hand Cymbal (3 Inches, Pair)",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41l1KxcK4RL._AC_UL320_.jpg,https://www.amazon.in/UAPAN-MetalCraft-Manjeera-Traditional-Instrument/dp/B07J47HNSX/ref=sr_1_235?qid=1679225398&s=musical-instruments&sr=1-235,4.3,329,₹290,₹599
"PreSonus Eris E3.5-3.5"" Near Field 25 Watts RCA Auxiliary Studio Monitor Speaker (Pair) - Black",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71rVldZn9OL._AC_UL320_.jpg,https://www.amazon.in/PreSonus-Active-Speakers-Professional-Desktop/dp/B075QVMBT9/ref=sr_1_236?qid=1679225398&s=musical-instruments&sr=1-236,4.5,"19,167","₹12,490","₹13,800"
Sichumaria 9 PCS Assorted Pearl Celluloid Guitar Picks 1.00mm,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51eDGIonyxL._AC_UL320_.jpg,https://www.amazon.in/Sichumaria-Assorted-Celluloid-Guitar-1-00mm/dp/B0B59PJ7CX/ref=sr_1_237?qid=1679225398&s=musical-instruments&sr=1-237,4.2,34,₹299,₹999
"Yamaha FS100C Acoustic Guitar, Black",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51c4Nh5YBEL._AC_UL320_.jpg,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_238?qid=1679225398&s=musical-instruments&sr=1-238,4.4,359,,"₹9,990"
"ARCTIC AR-GFR-01 Professional Level Metal Guitar Foot Rest, Foot stool/stand for Comfortable and convenient Guitar Playing...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71VDy3EvZAL._AC_UL320_.jpg,https://www.amazon.in/ARCTIC-Professional-Comfortable-convenient-Classical/dp/B0857X248Y/ref=sr_1_239?qid=1679225398&s=musical-instruments&sr=1-239,3.9,144,₹345,₹995
D'Addario EZ900 85/15 Bronze Great American Extra Light Acoustic Guitar Strings,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710B-0iF0eL._AC_UL320_.jpg,https://www.amazon.in/DAddario-EZ900-American-Acoustic-Strings/dp/B0002H0G2S/ref=sr_1_240?qid=1679225398&s=musical-instruments&sr=1-240,4.3,"2,369",₹420,₹445
Cola Music Natural C Scale Flute,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/415OatbO0YL._AC_UL320_.jpg,https://www.amazon.in/Cola-Music-Natural-Scale-Flute/dp/B07VHKBXPP/ref=sr_1_505?qid=1679225403&s=musical-instruments&sr=1-505,3.2,82,₹130,₹299
"YGM Acoustic Foams® Pyramid Acoustic (Set of 50), 32 Density Foam Panels 12"" X 12"" X 2 Inches, Soundproof Padding, Soundpr...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71MuEYK5uUL._AC_UL320_.jpg,https://www.amazon.in/YGM-Acoustic-Soundproof-Soundproofing-Absorption/dp/B0BBGXGC5N/ref=sr_1_506?qid=1679225403&s=musical-instruments&sr=1-506,4.5,487,,
"Blue Snowball iCE Plug 'n Play USB Microphone for Recording, Streaming, Podcasting, Gaming on PC and Mac, with Cardioid Co...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71V4ytRfB0L._AC_UL320_.jpg,https://www.amazon.in/Blue-Microphones-Snowball-Condenser-Microphone/dp/B014PYGTUQ/ref=sr_1_507?qid=1679225403&s=musical-instruments&sr=1-507,4.3,"21,806","₹4,995","₹5,995"
"Blueberry CAPO-20, Guitar Picks Guitar Capo Quick Change Acoustic Guitar Accessories Trigger Capo Key Clamp Black With Fre...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41WHuZb0EBL._AC_UL320_.jpg,https://www.amazon.in/Guitar-Change-Acoustic-Accessories-Trigger/dp/B014MQ22XU/ref=sr_1_508?qid=1679225403&s=musical-instruments&sr=1-508,3.9,26,,₹199
"Tech-lobby® Sterio Sound Amplifier with USB,AUX,MIC,BLUTHOOTH,AV,2RC-Build in BLUTHOOTH with 4440 Double IC Circuit Power ...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51DQJGpvvrL._AC_UL320_.jpg,https://www.amazon.in/Tech-lobby%C2%AE-Amplifier-BLUTHOOTH-2RC-Build-Function/dp/B092J99YJX/ref=sr_1_509?qid=1679225403&s=musical-instruments&sr=1-509,3.4,74,"₹1,399","₹1,999"
AHUJA ABW-400UH Wireless UHF Microphone,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51NTri+UDPL._AC_UL320_.jpg,https://www.amazon.in/AHUJA-ABW-400UH-WIRELESS-UHF-MICROPHONE/dp/B07WSP1LQ4/ref=sr_1_510?qid=1679225403&s=musical-instruments&sr=1-510,4.1,154,"₹3,485","₹3,915"
"Sony ICD-UX570F Light Weight Voice Recorder, with 20hours Battery Life, 4GB Built-in Memory -Black",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/71dHsLOHK-L._AC_UL320_.jpg,https://www.amazon.in/Sony-ICD-UX570F-Recorder-20hours-Battery/dp/B081LJ3HSK/ref=sr_1_511?qid=1679225403&s=musical-instruments&sr=1-511,4.4,282,"₹9,975","₹12,500"
"MAONO AU-MH501 Over-Ear Wired Studio Headphones, Stereo Monitor Closed Back Headsets with 50mm Driver and Lightweight Fold...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51dNVLbElwS._AC_UL320_.jpg,https://www.amazon.in/AU-MH501-Professional-Headphones-Microphone-Recording/dp/B07WTDZ5JR/ref=sr_1_512?qid=1679225403&s=musical-instruments&sr=1-512,4.2,963,,"₹2,999"
Delidge Portable 3.5mm Stereo Studio Mic KTV Karaoke Mini Microphone for Cell Phone Laptop PC Desktop Small Size Mic,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/612uHDNFssL._AC_UL320_.jpg,https://www.amazon.in/Delidge-Portable-Karaoke-Microphone-Desktop/dp/B08QMLXVYQ/ref=sr_1_513?qid=1679225403&s=musical-instruments&sr=1-513,3.6,75,₹500,₹800
kh UHF Wireless Microphone Handheld Microphone Wireless with Rechargeable Receiver Rechargeable Mic System for House Parti...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61NswEZHq0L._AC_UL320_.jpg,https://www.amazon.in/Microphone-Rechargeable-Classroom-Single-Cordless/dp/B0BG2SNZYY/ref=sr_1_514?qid=1679225403&s=musical-instruments&sr=1-514,3.7,14,"₹2,095","₹3,999"
Technobuyers 32 Keys Melodica with Numbered Keys for Beginners (Blue),music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/715zeUwE89L._AC_UL320_.jpg,https://www.amazon.in/Technobuyers-Keys-Melodica-Numbered-Beginners/dp/B07M9PFX9X/ref=sr_1_515?qid=1679225403&s=musical-instruments&sr=1-515,4.2,168,"₹1,290","₹1,400"
WRIGHT WR BM 800 Condenser Microphone with USB Sound Card Mic Stand and pop filter for wr bm 800 studio mic singing and po...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51SpKwBVpLS._AC_UL320_.jpg,https://www.amazon.in/Wright-WR-800-Condenser-Microphone/dp/B07HD65F23/ref=sr_1_516?qid=1679225403&s=musical-instruments&sr=1-516,3.9,"1,604","₹2,099","₹2,999"
"IS IndoSurgicals Tuning Fork (128, 256, 512 and 1024 Hz) - Set of 4 Pieces",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61w9yjVP9SL._AC_UL320_.jpg,https://www.amazon.in/IndoSurgicalsTM-Tuning-Fork-Pcs-1024/dp/B07BW7BFZ8/ref=sr_1_517?qid=1679225403&s=musical-instruments&sr=1-517,4.3,742,₹208.05,₹529
"Artist International ™ Guitar Stand Wooden Horizontal Guitar Hanger,Acoustic Guitar Wall Mount,Electric Guitar Wall Hanger...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51tmrlo3LuL._AC_UL320_.jpg,https://www.amazon.in/Artist-International-Horizontal-Acoustic-Classical/dp/B0BPR6FB7J/ref=sr_1_518?qid=1679225403&s=musical-instruments&sr=1-518,4.1,9,₹749,"₹1,299"
"Roar Drum Practice Pad -12 inches, Black (Practice pad only) (12 inches)",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/31d5q37IUmL._AC_UL320_.jpg,https://www.amazon.in/Roar-Drum-Practice-inches-Black/dp/B0B7FFBF8F/ref=sr_1_519?qid=1679225403&s=musical-instruments&sr=1-519,4.5,11,₹597,"₹2,149"
"JUAREZ Professional Metal Capo JRZ300 Black for Guitars, Ukuleles",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/614boVRqv7L._AC_UL320_.jpg,https://www.amazon.in/JUAREZ-Professional-JRZ300-Guitars-Ukuleles/dp/B08GYP1K1X/ref=sr_1_520?qid=1679225403&s=musical-instruments&sr=1-520,4.2,430,₹259,"₹1,290"
Jim Dunlop John Signature Petrucci Jazz III Guitar Picks - 6 Pack,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61b-q6RXllL._AC_UL320_.jpg,https://www.amazon.in/Jim-Dunlop-Signature-Petrucci-Guitar/dp/B0117TLSZS/ref=sr_1_521?qid=1679225403&s=musical-instruments&sr=1-521,4.5,"2,844",₹798,"₹4,600"
Casio CBC700 Carry case for CT-X8000IN and CT-X9000IN,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/611U7ZsnM8L._AC_UL320_.jpg,https://www.amazon.in/Casio-CBC700-Carry-CT-X8000IN-CT-X9000IN/dp/B084QZ8H17/ref=sr_1_522?qid=1679225403&s=musical-instruments&sr=1-522,4.5,737,,"₹1,095"
Galux GC-501A 3in1 Zinc Metal Capo for Acoustic and Electric Guitar ( Brushed Gun ).,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41n2CQurhML._AC_UL320_.jpg,https://www.amazon.in/GC-501A-Acoustic-Electric-Guitar-Brushed/dp/B09T6W1G71/ref=sr_1_523?qid=1679225403&s=musical-instruments&sr=1-523,4.5,23,₹525,₹559
(COMBO PACK-2) Professional Collar Mic for YouTube Grade Lavalier Microphone Omnidirectional with Easy Clip On System ­ Pe...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/41KJ-J1DIoL._AC_UL320_.jpg,https://www.amazon.in/Professional-Microphone-Omnidirectional-Recording-Conference/dp/B0BN5JB4J6/ref=sr_1_524?qid=1679225403&s=musical-instruments&sr=1-524,2.8,11,₹199,₹699
VEROX 3.5 mm TRRS Male To Female Aux Extension Cable with Microphone Support 4 Pole Golden Plated Stereo Audio Cable Compa...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51c70hIyW2L._AC_UL320_.jpg,https://www.amazon.in/VEROX-Female-Golden-Extention-Extender/dp/B08MTQ8Q9G/ref=sr_1_525?qid=1679225403&s=musical-instruments&sr=1-525,3.7,62,₹379,₹999
BOYA BY-WM3T2-D1 Wireless Lavalier Microphones for iPhone iPad Phone Omnidirectional External Mini Lapel Lightning Microph...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61WI9urLngL._AC_UL320_.jpg,https://www.amazon.in/WM3T2-D1-Microphones-Omnidirectional-Lightning-Microphone/dp/B0B4DGH99V/ref=sr_1_526?qid=1679225403&s=musical-instruments&sr=1-526,4.1,12,"₹4,445","₹5,999"
"Blueberry Keyboard Bag Compatible with Casio SA-46, Casio SA-47 & Casio SA-48 Digital Keyboard",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51BVEHB81aL._AC_UL320_.jpg,https://www.amazon.in/Blueberry-Casio-SA-46-SA-47-SA-48/dp/B07BP57G7N/ref=sr_1_527?qid=1679225403&s=musical-instruments&sr=1-527,4.3,440,₹450,₹895
MMT Acoustix® Door Bottom Seal Strip | Self Adhesive Door Seal Bottom | Waterproof & Soundproof | 1mtr x 50mm Brown,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51mq3SJu8RL._AC_UL320_.jpg,https://www.amazon.in/MMT-Acoustix%C2%AE-Adhesive-Waterproof-Soundproofing/dp/B08LH847P5/ref=sr_1_528?qid=1679225403&s=musical-instruments&sr=1-528,3.0,648,₹295,₹560
Sai Musical Steel Dhol Tasha Drum with Stick,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51qVCkkV8eL._AC_UL320_.jpg,https://www.amazon.in/Sai-Musical-Steel-Tasha-Stick/dp/B07ZVM8LX8/ref=sr_1_1273_mod_primary_new?qid=1679225411&s=musical-instruments&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1273,4.0,24,₹470,"₹1,199"
EAST TOP Updated FORERUNNER 2.0 without valves Chromatic Harmonica 12-Hole 48 Tones C Key Chromatic Mouth Organ Harmonica ...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/717oHYw1-EL._AC_UL320_.jpg,https://www.amazon.in/FORERUNNER-Chromatic-Harmonica-Beginners-Students/dp/B0BPC9KVFV/ref=sr_1_1274?qid=1679225411&s=musical-instruments&sr=1-1274,3.8,6,"₹4,639","₹7,074"
JUAREZ KLM50 KALIMBA NATURAL,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/81Pgq47ecRS._AC_UL320_.jpg,https://www.amazon.in/JUAREZ-KLM50-KALIMBA-NATURAL/dp/B098CHGYBL/ref=sr_1_1275?qid=1679225411&s=musical-instruments&sr=1-1275,4.4,16,"₹1,559","₹1,990"
CLAW SM50 Professional Studio Monitoring DJ Headphones with 2 detachable cables (2.8m Coiled Cable & 1.2m Straight Cable w...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/612YCUp77vL._AC_UL320_.jpg,https://www.amazon.in/CLAW-SM50-Professional-Monitoring-Headphones/dp/B08VKDWK4S/ref=sr_1_1276?qid=1679225411&s=musical-instruments&sr=1-1276,4.0,107,"₹1,590","₹2,990"
Radel Saarang Micro V6 Digital Tanpura,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51KNTW3opOL._AC_UL320_.jpg,https://www.amazon.in/Radel-Saarang-Micro-V6-Digital/dp/B00Q4SU9NU/ref=sr_1_1277?qid=1679225411&s=musical-instruments&sr=1-1277,4.4,117,"₹3,999","₹4,190"
"Sennheiser Vocal Microphone E825-S Cardiod Mic with On/Off Switch, ideal for vocal, instrument miking and club PA.",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61ILVTFLZhL._AC_UL320_.jpg,https://www.amazon.in/Sennheiser-E825-S-Handheld-Cardiod-Microphone/dp/B000A0BSCY/ref=sr_1_1278?qid=1679225411&s=musical-instruments&sr=1-1278,4.3,257,"₹3,500","₹3,990"
"SACRIS Dynamic Lapel Collar Mic Voice Recording Filter Microphone, Digital Noise Cancellation Clip Collar Mic Condenser fo...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/31ti1xwaZfL._AC_UL320_.jpg,https://www.amazon.in/SACRIS-Microphone-Cancellation-Smartphones-S-57/dp/B0BWTJM4DF/ref=sr_1_1279?qid=1679225411&s=musical-instruments&sr=1-1279,,,₹139,"₹1,299"
AHUJA AWM-495VL WIRELESS TIE CLIP AND HEADBAND MICROPHONE,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51FXPsa3zbL._AC_UL320_.jpg,https://www.amazon.in/AHUJA-AWM-495VL-WIRELESS-HEADBAND-MICROPHONE/dp/B0BGZP4P87/ref=sr_1_1280?qid=1679225411&s=musical-instruments&sr=1-1280,2.0,1,"₹3,699","₹4,250"
KEBILSHOP XLR Female to 1/4 Inch 6.35mm TRS Adapter (1 pcs) - Female XLR to 1/4 Inch Stereo Male Balanced Audio Connector...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61mzlrd1zJL._AC_UL320_.jpg,https://www.amazon.in/XLR-Female-Inch-6-35mm-Adapter/dp/B0B5244PXD/ref=sr_1_1281?qid=1679225411&s=musical-instruments&sr=1-1281,3.0,8,₹299,₹499
"UG Products 2-Piece Brass Thalam Musical Instrument/Manjira Hand Percussion Finger Cymbals/Taal Jathi, Silver & Gold",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/614Y3PhUplL._AC_UL320_.jpg,https://www.amazon.in/Products-2-Piece-Musical-Instrument-Percussion/dp/B09QC6GF51/ref=sr_1_1282?qid=1679225411&s=musical-instruments&sr=1-1282,3.9,4,₹565,₹989
"Yamaha FS80C Acoustic Guitar Cutaway Concert Body With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrum...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51sndzatlAL._AC_UL320_.jpg,https://www.amazon.in/FS80C-Acoustic-Cutaway-Concert-Plectrums/dp/B08XVV1WH7/ref=sr_1_1283?qid=1679225411&s=musical-instruments&sr=1-1283,3.8,9,"₹8,999","₹9,999"
Sinha Ghungroo Pad For Protection (Large),music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/61yUDjrctcL._AC_UL320_.jpg,https://www.amazon.in/Sinha-Ghungroo-Pad-For-Protection/dp/B07ZFZ3FZQ/ref=sr_1_1284?qid=1679225411&s=musical-instruments&sr=1-1284,3.7,31,₹295,₹550
Roland E-X30 Arranger Keyboard 61-keys with Carry Bag,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/81KIxgHHJ0L._AC_UL320_.jpg,https://www.amazon.in/Roland-Arranger-Keyboard-61-keys-Carry/dp/B07YPRDV57/ref=sr_1_1285?qid=1679225411&s=musical-instruments&sr=1-1285,3.9,35,"₹20,488","₹22,363"
Cezo BM 800 Professional Condenser Microphone All Set for YouTube |Studio Recording Singing & Podcast |Professional Microp...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51hSTXmP7PL._AC_UL320_.jpg,https://www.amazon.in/Professional-Condenser-Microphone-Converter-Recording/dp/B09BBDZT7D/ref=sr_1_1286?qid=1679225411&s=musical-instruments&sr=1-1286,3.5,82,"₹1,999","₹6,000"
TECHBLAZE Orchestral Music Notation Stand for Singers Portable 3 Folding Music Stand Holder Heavy Book Singing Stand Scrip...,music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51OVv2QY4hL._AC_UL320_.jpg,https://www.amazon.in/TECHBLAZE-Orchestral-Notation-Singers-Portable/dp/B091N34T51/ref=sr_1_1287?qid=1679225411&s=musical-instruments&sr=1-1287,3.3,22,"₹1,849","₹2,999"
"JUAREZ 3-In-1 Guitar String Winder And Cutter, Multifunctional Guitar String Pin Puller, Guitar Repairing and Adjustment T...",music,Musical Instruments & Professional Audio,https://m.media-amazon.com/images/I/51XFTQsEMoL._AC_UL320_.jpg,https://www.amazon.in/JUAREZ-Multifunctional-Repairing-Adjustment-JRSW200OR/dp/B098BFPBSG/ref=sr_1_1288?qid=1679225411&s=musical-instruments&sr=1-1288,3.7,15,₹299,₹490
